"","V1"
"y",1
"Y",1.14866862133693
"Y",0.571832910073533
"Y",0.611712455284339
"Y",1.15779271684355
"Y",1.19446529767843
"Y",1.28497212308376
"Y",0.869146782227433
"Y",0.958668476715777
"Y",0.397719671112726
"Y",0.647748061736394
"Y",0.409892010773874
"Y",1.18942267546524
"Y",1.69204439678745
"Y",2.0589436332719
"Y",2.54838490815804
"Y",2.60661826865364
"Y",1.89980115048237
"Y",2.12051236874746
"Y",2.18403633575676
"Y",2.09782542407221
"Y",2.60015659299202
"Y",2.56710048511473
"Y",2.6356939870733
"Y",2.66150519600962
"Y",2.5395270785712
"Y",2.54763742498421
"Y",3.0213291287477
"Y",3.30626133210913
"Y",3.02266171479404
"Y",2.79739361410193
"Y",2.88642412901146
"Y",3.1572951475683
"Y",2.67215613308373
"Y",2.65450197722683
"Y",2.77951110685547
"Y",2.61310255242659
"Y",2.52933977173157
"Y",2.21379225011403
"Y",2.33412097116402
"Y",2.34979726460976
"Y",1.98952336568308
"Y",1.47375431782373
"Y",1.51540510231398
"Y",1.77888274551421
"Y",2.435934909758
"Y",2.14592461617272
"Y",1.99356325686664
"Y",1.9644059026939
"Y",1.88543715581583
"Y",1.83621954033397
"Y",1.78666412720609
"Y",1.42554383349737
"Y",1.26708962992797
"Y",1.29790066337746
"Y",1.47024700643514
"Y",1.60941380950035
"Y",2.24994510280044
"Y",2.45258007087117
"Y",2.30315966781125
"Y",2.35032233408143
"Y",2.05049251309175
"Y",2.01871780083059
"Y",2.29785154904849
"Y",2.13371016797409
"Y",2.13606274967063
"Y",2.58429268690661
"Y",2.67859507948781
"Y",2.87414316235871
"Y",3.50005944823763
"Y",3.5338144690031
"Y",3.96597233661968
"Y",3.74140499586829
"Y",3.94851938259424
"Y",4.00456643928432
"Y",4.28581987617329
"Y",4.15723354100781
"Y",3.9896643918952
"Y",3.71901805386571
"Y",3.17594353285932
"Y",3.19793450235118
"Y",3.75379799428582
"Y",3.2623211439408
"Y",2.18163145546667
"Y",2.29289468484564
"Y",1.32560745088824
"Y",1.84881454658733
"Y",1.7715727891504
"Y",1.80622597487146
"Y",1.19262754812307
"Y",2.20692624444803
"Y",2.62171258911558
"Y",2.79386911894069
"Y",2.80577365473017
"Y",3.26317174771683
"Y",3.2242422783385
"Y",3.58049585426684
"Y",3.50278469790042
"Y",3.79366504381899
"Y",3.84387979955524
"Y",3.91271347414976
"Y",3.64012472062195
"Y",5.70228516419788
"Y",5.69616695153846
"Y",5.68199768396381
"Y",5.38282999350533
"Y",5.23326615723642
"Y",5.38861853374136
"Y",6.58538569710842
"Y",7.31844499398812
"Y",8.02210146086257
"Y",7.60973292879892
"Y",8.44173134418465
"Y",8.24896835714364
"Y",9.26813907300839
"Y",8.98755771106915
"Y",7.99622343464616
"Y",7.94156019663343
"Y",7.86215609955874
"Y",7.85725626827994
"Y",8.21881756665169
"Y",8.26280490104894
"Y",8.29545573702899
"Y",8.95829321590079
"Y",9.33438943042604
"Y",9.24615820694528
"Y",9.44772580477189
"Y",9.07913077440888
"Y",9.31845271866747
"Y",8.73570716056925
"Y",7.9903990713867
"Y",8.14099259083258
"Y",8.4892955546039
"Y",8.48426370794762
"Y",8.2390797570748
"Y",6.83848896310351
"Y",7.08578740498912
"Y",7.44542982069568
"Y",7.60776234011464
"Y",7.8167617816595
"Y",8.03855543230039
"Y",8.12419338266307
"Y",8.74778688841574
"Y",9.18994011038778
"Y",9.27352171907719
"Y",9.06956525593982
"Y",9.77778327272438
"Y",9.85265302465903
"Y",10.2753785005458
"Y",10.9631593750654
"Y",10.6308618371138
