"","V1"
"y",1
"Y",1.18780255572741
"Y",1.48693310890884
"Y",1.50663331083546
"Y",1.63202172745858
"Y",1.06566977404186
"Y",1.12197574259818
"Y",1.69430230628894
"Y",2.17007904892149
"Y",2.98020707322856
"Y",2.82719978752201
"Y",2.64487810721462
"Y",3.01878953104344
"Y",2.91694778332593
"Y",3.03988888301465
"Y",1.68945764669568
"Y",1.724574302895
"Y",3.395249523448
"Y",3.32835196933031
"Y",2.5574399356347
"Y",3.09917738189671
"Y",3.1761076888938
"Y",2.98567437272386
"Y",3.39245238671217
"Y",3.64074408359926
"Y",3.98070205226738
"Y",3.71310211521858
"Y",3.27044548711551
"Y",3.65111580469127
"Y",4.06683794959665
"Y",3.98116189779041
"Y",4.2218565724361
"Y",4.63256542212306
"Y",4.8524424004998
"Y",4.58716507601745
"Y",5.0302175150509
"Y",5.00434022889592
"Y",5.10719165938887
"Y",5.1265190741339
"Y",5.175783234536
"Y",5.62747717581597
"Y",4.71550795207556
"Y",4.86645479576272
"Y",4.92844803319134
"Y",5.27358563834811
"Y",5.28905953609089
"Y",5.85248025379013
"Y",6.30843192950649
"Y",6.22932350086828
"Y",6.18269870315601
"Y",6.15576458997907
"Y",6.1529372843084
"Y",5.66678863600611
"Y",5.44841393201157
"Y",6.19194255519358
"Y",6.06983052222674
"Y",6.19364188694331
"Y",6.3907482376468
"Y",6.71458795805568
"Y",6.77157280925706
"Y",6.64252959669818
"Y",6.56614258195936
"Y",6.57559730077686
"Y",6.68394296361743
"Y",7.75033272203958
"Y",7.73124256012449
"Y",7.85105434768275
"Y",8.45263750002972
"Y",8.12298656383162
"Y",7.63408117839038
"Y",8.66244065960176
"Y",8.15561522681698
"Y",7.72216489725271
"Y",7.49555404880581
"Y",7.83122671541462
"Y",9.44849469087386
"Y",9.51551784576099
"Y",10.8756016276649
"Y",10.9083926102389
"Y",11.0760143688446
"Y",11.3900905430112
"Y",11.3141322230999
"Y",11.5951352271962
"Y",11.8215765615528
"Y",12.1345106673692
"Y",12.5241238141254
"Y",11.3320530705772
"Y",11.3146718888121
"Y",13.169584583204
"Y",13.0880462839777
"Y",13.4076748745052
"Y",13.8086699604657
"Y",13.6456963195972
"Y",12.9480318242291
"Y",12.9463630983173
"Y",12.9878311161473
"Y",13.4196142414555
"Y",13.3835897089492
"Y",13.021789957946
"Y",12.8021121652834
"Y",13.0976663189635
"Y",13.0265011479759
"Y",13.066156670789
"Y",13.0881686901121
"Y",13.0642582098136
"Y",13.5324850709007
"Y",14.2469536454152
"Y",14.534561384233
"Y",15.7830859371538
"Y",15.9825131834122
"Y",15.7694712193507
"Y",16.0265989006773
"Y",16.1355728898592
"Y",16.2970515372925
"Y",16.2618980522798
"Y",16.0261934110205
"Y",16.1270193932449
"Y",15.9734830723486
"Y",16.3643161013926
"Y",16.6254587114441
"Y",16.0732863137116
"Y",16.2379421101901
"Y",16.2036926544184
"Y",16.6585883739365
"Y",16.6951410871949
"Y",16.1662825534169
"Y",16.1113104433896
"Y",15.406515752032
"Y",15.4656339521034
"Y",16.3848997608514
"Y",17.7059169223743
"Y",17.8940224135169
"Y",18.9601410812412
"Y",18.7700205429682
"Y",18.5609533419587
"Y",19.0644238869441
"Y",17.8818095104249
"Y",17.7701469486438
"Y",17.3507112559265
"Y",18.1198712557507
"Y",17.998221186125
"Y",18.4318287312076
"Y",18.7444354047496
"Y",18.3612027034796
"Y",18.6451624562013
"Y",18.4530333267735
"Y",19.0230950329404
"Y",19.6575259699872
"Y",19.3918571123578
"Y",19.907236563901
"Y",20.0137991506061
