"","V1"
"y",1
"Y",1.23312968602066
"Y",1.39469866158199
"Y",1.32443852629732
"Y",0.725978920970958
"Y",1.18384530495488
"Y",1.38248286413548
"Y",1.38081113595564
"Y",1.13856675834437
"Y",1.03589785913616
"Y",1.08693095356094
"Y",1.18068942906629
"Y",1.29954888497294
"Y",1.39411795296423
"Y",1.39990478965989
"Y",0.173249683484178
"Y",0.754637357693364
"Y",0.808214998114137
"Y",0.845942796899353
"Y",0.799037586097048
"Y",1.10419512858922
"Y",1.2255578699038
"Y",0.89682383462598
"Y",1.47502520866729
"Y",1.30102061840041
"Y",1.27284107988779
"Y",1.33293662238033
"Y",1.72095846180558
"Y",1.88393565511948
"Y",1.931620941141
"Y",1.8328986416568
"Y",1.4862262553326
"Y",2.10184655653216
"Y",2.20918909836148
"Y",2.44880706179541
"Y",2.46189967213356
"Y",2.60374327076998
"Y",2.5180891873422
"Y",2.53834987739134
"Y",2.40980917560344
"Y",2.4392418213139
"Y",3.00167810613883
"Y",3.95434876568643
"Y",4.11772169443408
"Y",4.61176492380435
"Y",4.1430886348054
"Y",3.0199997464141
"Y",3.56974655128963
"Y",2.89308887246129
"Y",3.35473336697768
"Y",3.22735981732428
"Y",4.21491815337868
"Y",4.30715123633851
"Y",3.8119665019262
"Y",4.07404123041309
"Y",3.95095611713385
"Y",4.01424213270724
"Y",4.36666074968298
"Y",4.80973656450639
"Y",5.47730536106354
"Y",5.67222379952999
"Y",6.63215404740796
"Y",6.51817462881004
"Y",7.67695496818943
"Y",7.47220685290592
"Y",7.3397852845872
"Y",7.71258209040908
"Y",7.35408140747193
"Y",7.33372757308177
"Y",7.14646382946414
"Y",7.26561490235243
"Y",6.90185766583839
"Y",7.09212678868873
"Y",7.76819087261105
"Y",7.85505341414377
"Y",7.73570308291838
"Y",7.82100327873132
"Y",8.11672689671688
"Y",9.3097621460432
"Y",9.13770991829873
"Y",10.231882761874
"Y",10.5064736131444
"Y",10.564919178761
"Y",12.1173153114952
"Y",12.548445648803
"Y",12.2349457785348
"Y",11.5285697627599
"Y",12.4556394041447
"Y",12.5876463475433
"Y",12.580018440434
"Y",12.65262351712
"Y",12.2948476002712
"Y",12.2998492011921
"Y",12.9637691422235
"Y",11.5919610226028
"Y",11.7155641695418
"Y",11.8832363805914
"Y",11.5418346630583
"Y",11.6066310767294
"Y",11.8515519609792
"Y",12.075084183466
"Y",13.0044445560962
"Y",13.217738544497
"Y",12.8701412695176
"Y",12.4085324795212
"Y",13.4077595157312
"Y",13.5254212619825
"Y",13.5789779453545
"Y",13.4849351179976
"Y",13.9365732866149
"Y",14.3519516612762
"Y",14.4780445563964
"Y",14.7423937378237
"Y",14.522683406349
"Y",14.0799423568582
"Y",13.6666485389455
"Y",13.6426443706294
"Y",13.7084040002068
"Y",13.0358129584546
"Y",13.1058709077638
"Y",14.0464436502332
"Y",13.9250855878759
"Y",14.0341833757086
"Y",14.1157126457856
"Y",14.7988176432737
"Y",14.7661062145334
"Y",14.9789037780209
"Y",14.7174983929501
"Y",14.2497755992641
"Y",14.6007856893107
"Y",15.054178042848
"Y",15.6378863128069
"Y",15.5671037575357
"Y",15.1481054215253
"Y",15.5607169182431
"Y",16.0554379058356
"Y",16.0093660182474
"Y",15.5150811270811
"Y",15.3462419049048
"Y",15.4877589026306
"Y",15.6547794763815
"Y",15.0680824576294
"Y",15.5729482771584
"Y",16.2844091175658
"Y",16.4894394549903
"Y",16.5016163696317
"Y",16.761424196075
"Y",16.9725947229195
"Y",16.9708226621825
"Y",17.2697184624262
"Y",16.6402938006792
