"","V1"
"y",1
"Y",1.0535156298863
"Y",0.899056044676016
"Y",1.04903731656369
"Y",1.60897235119865
"Y",2.00029137194505
"Y",2.00295066402884
"Y",2.21173319771196
"Y",2.13924155369858
"Y",2.19061512098165
"Y",2.13189469784489
"Y",1.97482293043798
"Y",1.87921770835755
"Y",2.11422620753038
"Y",2.66113506014356
"Y",2.93552503421738
"Y",3.44433606483233
"Y",6.2098163251271
"Y",4.430748370024
"Y",4.69670089329632
"Y",5.57349893569156
"Y",6.27876601057174
"Y",5.00324534623747
"Y",5.5128738385636
"Y",5.47441796580786
"Y",5.63930178576606
"Y",5.76417785050499
"Y",6.07523294945178
"Y",5.9360451755607
"Y",5.60631583634845
"Y",6.28831764886831
"Y",6.66652328727854
"Y",6.39000804542847
"Y",6.13370674429765
"Y",6.53114006245364
"Y",6.57117861271944
"Y",6.52237706625153
"Y",6.04490797779091
"Y",5.90346586496842
"Y",5.96831194829763
"Y",5.68131020667178
"Y",6.4753754797591
"Y",6.02824317502972
"Y",6.30416071333009
"Y",6.31374506891634
"Y",6.27533642696101
"Y",5.91403284415098
"Y",5.94980852368493
"Y",6.0821915934693
"Y",5.89400956972224
"Y",6.9944724335137
"Y",6.73467064983947
"Y",6.73830277996283
"Y",6.70136159299314
"Y",6.63802325420395
"Y",6.15126474194039
"Y",6.36273772461091
"Y",6.73270047018254
"Y",7.13741089170024
"Y",7.6600729155614
"Y",8.04139917743209
"Y",8.08699329978957
"Y",8.32182298456186
"Y",8.17393551161095
"Y",8.27532423173721
"Y",8.28423257029517
"Y",7.97102521280336
"Y",7.91167350359374
"Y",8.10192130744749
"Y",8.79610285206792
"Y",9.07042812383099
"Y",8.83336571144995
"Y",9.04494134904372
"Y",9.42077256102789
"Y",9.91160423433626
"Y",10.0751464027317
"Y",10.6428959216998
"Y",10.5383917707206
"Y",10.3241006434641
"Y",10.9724100367039
"Y",11.1304285818653
"Y",10.7486138638382
"Y",10.6771324257073
"Y",11.6254096828499
"Y",11.6826856197984
"Y",11.7813876184092
"Y",11.9514560589477
"Y",12.2066350633121
"Y",11.9748298872671
"Y",11.9509715508987
"Y",12.0370357069736
"Y",11.6563356487415
"Y",12.088058034461
"Y",12.1070519047195
"Y",12.1838425981557
"Y",12.1314806964673
"Y",11.9546686824396
"Y",12.0275374217677
"Y",12.1409782471405
"Y",12.1906997964007
"Y",12.3277719289156
"Y",12.6143866883669
"Y",12.8879518280176
"Y",12.8969533265648
"Y",12.7132647903069
"Y",12.5632797109931
"Y",12.7886441768017
"Y",12.4219707741907
"Y",13.4943687311851
"Y",13.5549918069085
"Y",12.9169100516905
"Y",12.674517513739
"Y",13.0125682580736
"Y",13.1987327392392
"Y",13.2327539943078
"Y",13.177643528751
"Y",13.1680552506777
"Y",13.9026589387233
"Y",14.2520430498149
"Y",14.0221166572368
"Y",13.9573551581437
"Y",14.2012602594655
"Y",13.4235875939571
"Y",13.4036476765817
"Y",14.0114995030843
"Y",14.0085089802273
"Y",14.2118497333714
"Y",13.9009628027941
"Y",13.5179151968408
"Y",13.3480537644525
"Y",13.637067440678
"Y",14.1484675434951
"Y",14.6950093951191
"Y",15.2555512658565
"Y",14.8956355615161
"Y",15.4680053742346
"Y",15.2595305355794
"Y",14.8967104338943
"Y",14.5691205194294
"Y",14.8033331668441
"Y",15.604301048298
"Y",15.3018472347295
"Y",14.9826267230111
"Y",14.7868988268062
"Y",14.876370293602
"Y",14.987813488789
"Y",15.0387416885061
"Y",14.9073088397314
"Y",13.8379990805105
"Y",14.1179084761759
"Y",14.5658184266716
