"","V1"
"y",1
"Y",0.991521071491544
"Y",0.661165641343608
"Y",1.09177376779761
"Y",2.13944976750144
"Y",2.16681003170062
"Y",2.57413223504981
"Y",2.65472620750396
"Y",2.87584962384163
"Y",2.80338111998717
"Y",3.35598280950773
"Y",3.15722172845975
"Y",2.86501294349343
"Y",2.14170099083353
"Y",2.53774724083415
"Y",2.83190372294152
"Y",2.28596052971241
"Y",1.69730493389708
"Y",1.66367125196379
"Y",2.0631503776371
"Y",2.24467568740542
"Y",2.35197301626424
"Y",2.86269580237229
"Y",2.82561104580382
"Y",3.22937218118422
"Y",3.42777072358707
"Y",3.65319428942197
"Y",3.73201077652242
"Y",4.07548675558371
"Y",3.89697095181219
"Y",4.0177463288535
"Y",4.69664749217032
"Y",4.4070200660772
"Y",4.62804337625646
"Y",4.04876250214862
"Y",2.85682091427706
"Y",2.7719972220661
"Y",3.10172296716529
"Y",3.56254211529111
"Y",3.49576760826541
"Y",3.76389797880821
"Y",3.81798236148027
"Y",3.97053093370087
"Y",4.45939580663195
"Y",4.40460794725247
"Y",4.77980902171539
"Y",5.2033184265315
"Y",5.03187194812414
"Y",5.03992416220352
"Y",4.69727095339992
"Y",4.72339749758925
"Y",5.7569514309764
"Y",5.42035104599764
"Y",5.52203510290146
"Y",5.78932000608776
"Y",5.63089075576577
"Y",5.74775984193618
"Y",5.66344117686354
"Y",6.16093945700158
"Y",6.11594221934019
"Y",6.30871653361666
"Y",6.654566485003
"Y",6.78885778517701
"Y",6.42115638180187
"Y",6.57691990501862
"Y",7.13768148320373
"Y",6.73874840242322
"Y",6.79729719343126
"Y",6.58567748321329
"Y",5.41120241952876
"Y",5.5322996975923
"Y",5.60000926570295
"Y",5.89753346002822
"Y",5.97631904948671
"Y",6.92254302703733
"Y",6.65853927441518
"Y",6.76946168339814
"Y",6.80287168129739
"Y",6.16502390073163
"Y",5.62770945644606
"Y",5.28000266330294
"Y",5.96774710046414
"Y",5.65419397660544
"Y",5.8028617336637
"Y",6.0228997154919
"Y",6.10714707505988
"Y",6.67235290627222
"Y",6.55612549659372
"Y",6.6670683697808
"Y",6.34120536841406
"Y",6.62207618031074
"Y",6.70872112663681
"Y",7.33330485118162
"Y",8.0687477858436
"Y",7.98505659996713
"Y",7.89238542612053
"Y",7.84663056616665
"Y",8.31183130395488
"Y",8.71456147829705
"Y",8.09839214607042
"Y",8.83563958845294
"Y",8.83955224755863
"Y",8.97964699509902
"Y",9.73052779318791
"Y",9.76664669719463
"Y",9.53402379851136
"Y",9.4006367531922
"Y",9.73073738117131
"Y",9.97964956897913
"Y",9.89702517702372
"Y",9.76094522383947
"Y",10.4968726774115
"Y",11.0879146592202
"Y",11.6237969413776
"Y",12.0426335499131
"Y",13.0904506914258
"Y",12.9959408236496
"Y",12.6095707040189
"Y",12.2844359066876
"Y",12.3584562526162
"Y",12.3737099157624
"Y",11.5857276609816
"Y",11.89377580227
"Y",12.3222206658455
"Y",13.3934051110871
"Y",13.6453470338313
"Y",13.9313982761636
"Y",13.5771532969292
"Y",14.2933833744756
"Y",14.6463274071988
"Y",15.1182316827311
"Y",16.443792376078
"Y",16.7617966764618
"Y",16.2862265282177
"Y",15.786049316095
"Y",15.53685904911
"Y",15.3398708990122
"Y",15.4054517301499
"Y",15.5605263801841
"Y",15.9850719362265
"Y",16.0423278597824
"Y",15.9530282363421
"Y",15.7921768889691
"Y",15.6551721535216
"Y",15.4715698794687
"Y",14.6983278892847
"Y",14.9662435365456
"Y",15.0170212826073
"Y",14.9134687266587
"Y",14.9214309516086
"Y",15.3424103177869
