"","V1"
"y",1
"Y",2.86250750132653
"Y",2.98749738573927
"Y",3.39265800421155
"Y",2.97667834557717
"Y",2.89104779286513
"Y",2.87518903704502
"Y",3.3811416376924
"Y",3.57523045393404
"Y",3.49964799527804
"Y",3.56117559346054
"Y",2.68980271632314
"Y",2.67759060741341
"Y",2.22984462805296
"Y",2.84868883892543
"Y",3.20018476202928
"Y",2.40213186637391
"Y",2.64571783738085
"Y",3.57269916997796
"Y",3.88682309325553
"Y",3.7980633686534
"Y",3.86562179992862
"Y",4.17675275370208
"Y",4.26466107480517
"Y",5.018201919102
"Y",4.97122992569729
"Y",4.20615743047825
"Y",4.30755709377248
"Y",4.53718966608569
"Y",4.37415708756334
"Y",4.61296080520708
"Y",4.18272748502397
"Y",4.77368554449045
"Y",4.29322206286462
"Y",4.8244120468509
"Y",4.88894422313601
"Y",4.93957439705875
"Y",4.24727653780059
"Y",4.34403068619661
"Y",4.09332392705814
"Y",4.68480195052371
"Y",4.65927600208116
"Y",4.73132679486756
"Y",5.14704431137083
"Y",5.44900685364669
"Y",5.63214634045383
"Y",5.55597765327783
"Y",5.59810618763654
"Y",6.04034937515041
"Y",6.89663767518262
"Y",6.30649820094506
"Y",6.27819670906584
"Y",5.65989480103773
"Y",6.219314246646
"Y",6.15840459241381
"Y",6.18861447967918
"Y",5.75175339939238
"Y",5.70804118905506
"Y",5.05237301275978
"Y",5.13230996711713
"Y",4.58768433454684
"Y",4.30194143148286
"Y",4.3738290733779
"Y",4.94437788845
"Y",4.68997547287484
"Y",4.95109229984104
"Y",4.99360520285915
"Y",5.25259914699708
"Y",5.07931008880511
"Y",4.88148315344017
"Y",4.56769459155707
"Y",4.52156160122308
"Y",4.58942859972366
"Y",5.07503574122665
"Y",4.70015607571515
"Y",4.75186787351006
"Y",5.58739317126158
"Y",5.6858388765987
"Y",5.72994033331266
"Y",5.83597450380737
"Y",6.08096009675372
"Y",6.09975524005105
"Y",6.47433195225531
"Y",6.69067569622801
"Y",7.16773123340538
"Y",7.1154838735044
"Y",7.26317291972777
"Y",7.31714083762512
"Y",7.40792714151482
"Y",6.81292228156895
"Y",6.88450451334697
"Y",7.36380352731715
"Y",6.38262533863903
"Y",6.44802707141773
"Y",6.38558082347465
"Y",6.52595853303112
"Y",7.15773060811681
"Y",6.96498511580947
"Y",6.80420638742167
"Y",7.04720085479006
"Y",7.23825790535318
"Y",7.03967298474488
"Y",7.62510142877894
"Y",7.30417527445067
"Y",7.66254279752021
"Y",7.91999020185138
"Y",7.78753995725268
"Y",8.88226105876116
"Y",9.06281445149065
"Y",9.73457096243298
"Y",9.84718301755805
"Y",10.4369456337308
"Y",10.9988828316151
"Y",11.8717090596147
"Y",11.8213930892238
"Y",11.6376114639125
"Y",10.7488407192456
"Y",10.828340180184
"Y",10.810509648156
"Y",10.6120745751143
"Y",10.8257119872196
"Y",10.6026780696247
"Y",10.678802664524
"Y",11.742247170763
"Y",12.1465929768959
"Y",11.9415427321881
"Y",12.3457644271631
"Y",12.3167083751447
"Y",12.6150592621925
"Y",12.8550939640142
"Y",13.2277245824354
"Y",13.3301565666825
"Y",13.2492129133594
"Y",12.3066637788076
"Y",12.0010561327045
"Y",12.5627394765255
"Y",12.0286235207658
"Y",12.3214383847941
"Y",11.6673317936381
"Y",11.947036434412
"Y",11.593723225045
"Y",11.2274513197309
"Y",11.4938353386853
"Y",11.3430879220551
"Y",10.9713017168982
"Y",11.0108586432519
"Y",11.115849802188
"Y",10.9830773985784
"Y",11.142821726342
"Y",11.2792749659053
"Y",11.339504695292
