"","V1"
"y",1
"Y",1.09565709571715
"Y",1.19064223844601
"Y",1.85302529344012
"Y",2.80824107658669
"Y",3.0574777818141
"Y",2.4082668369805
"Y",2.4429953303144
"Y",2.6822340542551
"Y",3.07988368342769
"Y",3.00816426895923
"Y",3.0401911246339
"Y",2.19124361776347
"Y",2.58676434275791
"Y",2.17448639482076
"Y",2.28093200547076
"Y",2.21113195602717
"Y",2.99318991851096
"Y",3.31118688114623
"Y",3.49735062915287
"Y",3.53735735621017
"Y",3.67711677424921
"Y",4.83134721563095
"Y",5.27089820052025
"Y",5.3812872014842
"Y",5.58603450696051
"Y",5.78147630918764
"Y",5.98234709344719
"Y",6.12540358484909
"Y",6.31245286934067
"Y",6.8899923415117
"Y",6.95203280534795
"Y",7.10244125456254
"Y",7.43747356041814
"Y",7.74196359807443
"Y",7.57990760630877
"Y",7.8217110079742
"Y",8.17184992074882
"Y",7.84472367610419
"Y",7.76506143556341
"Y",7.9730775534042
"Y",8.07734744026526
"Y",7.92803947096853
"Y",7.96145222289878
"Y",8.14118537814651
"Y",7.65244217775147
"Y",8.25133386666752
"Y",8.49004163998926
"Y",8.84215758155436
"Y",9.51949922622402
"Y",9.79067642745756
"Y",9.55674307154729
"Y",9.43343370577263
"Y",9.33195838971266
"Y",9.13742768697541
"Y",9.8796968846869
"Y",10.1362131981805
"Y",10.0230873982901
"Y",10.049119498535
"Y",9.92519608660588
"Y",11.0399150861428
"Y",11.1605340862847
"Y",11.4511737102509
"Y",11.1658343720578
"Y",11.4893588208478
"Y",11.7075049158104
"Y",10.8129946939717
"Y",11.5444793621234
"Y",10.6622440346338
"Y",10.5919590930342
"Y",10.1878733443343
"Y",10.4876928358107
"Y",10.1356787624921
"Y",10.5868263100843
"Y",10.7012768635151
"Y",10.730821870684
"Y",11.2079455017182
"Y",10.6951191316198
"Y",10.7456455171999
"Y",11.3761751640645
"Y",12.0378261723245
"Y",12.3040041943229
"Y",12.9838241386414
"Y",13.6947385919331
"Y",12.5742004670191
"Y",12.520873219101
"Y",12.4357449242728
"Y",12.7121650440017
"Y",13.4068033759809
"Y",13.3532301048806
"Y",13.30091647631
"Y",12.0455829663604
"Y",12.3564338453749
"Y",12.1522559734439
"Y",12.1808751067939
"Y",12.0889692825766
"Y",12.2562053375356
"Y",12.6565485553909
"Y",13.6082968048134
"Y",13.538048564738
"Y",14.0065206915087
"Y",14.0840341237561
"Y",14.4994388789656
"Y",14.2239362130901
"Y",14.0036673507612
"Y",14.1060854462665
"Y",14.3194374274743
"Y",14.5605455714727
"Y",14.1227275970175
"Y",14.2416912498884
"Y",14.5042199106539
"Y",14.9282895600116
"Y",15.2314956993064
"Y",15.0826763967831
"Y",15.0993492985906
"Y",15.2823026676884
"Y",15.5356049298814
"Y",15.4137188947385
"Y",15.5454201788569
"Y",15.1372741876123
"Y",15.0047405802884
"Y",14.9822690498378
"Y",15.1683959715533
"Y",15.8548689481136
"Y",15.0644532006633
"Y",15.6258803607853
"Y",15.795257324237
"Y",15.8326842853864
"Y",15.7568668636792
"Y",15.2680652132018
"Y",15.5516141342141
"Y",16.1643443375677
"Y",16.6230222445403
"Y",16.7543293543285
"Y",17.0202727943395
"Y",17.0844538034027
"Y",17.0150290194897
"Y",16.9034293754782
"Y",17.0730096263314
"Y",17.1540678580575
"Y",17.8565163556948
"Y",17.7929107762676
"Y",17.5368725793488
"Y",17.6279592510292
"Y",17.5029867169718
"Y",17.5770312039447
"Y",17.9106368789067
"Y",18.0418603561542
"Y",18.5077229983349
"Y",18.7255423474755
"Y",19.40984459426
