"","V1"
"y",1
"Y",2.44085831102104
"Y",2.51421367881581
"Y",2.60982532688668
"Y",0.367269662661183
"Y",0.367956069081176
"Y",0.624919722854362
"Y",0.83719900576884
"Y",0.486235867616285
"Y",1.12569563681388
"Y",1.7585612397951
"Y",1.94625755558474
"Y",2.19372050417369
"Y",1.49882231681237
"Y",1.4793849669152
"Y",1.50415626801262
"Y",0.666822658734814
"Y",0.859185099841581
"Y",1.11815889503596
"Y",1.5474400171564
"Y",1.79192038757603
"Y",1.52741846345092
"Y",1.65720273188384
"Y",2.0301660690423
"Y",2.09705584971251
"Y",2.40353982880199
"Y",2.29493695905032
"Y",0.932717184931465
"Y",1.1349286784548
"Y",1.62182420776494
"Y",1.43760501997415
"Y",1.88927849825303
"Y",1.74410249040832
"Y",0.865663284295748
"Y",1.02537309494873
"Y",1.61684096609184
"Y",1.87421981313893
"Y",2.07431762849097
"Y",2.14815702505235
"Y",2.25556536783238
"Y",2.54167535488924
"Y",2.6447902819665
"Y",2.91461486989781
"Y",2.6956773917266
"Y",2.68307144206759
"Y",2.79541662389393
"Y",2.73783117566721
"Y",2.79028973646347
"Y",2.59114665555459
"Y",2.74183462825395
"Y",3.92124939635166
"Y",3.27824239214702
"Y",3.27748469691486
"Y",3.86709691787924
"Y",3.72960173082673
"Y",3.7836285598135
"Y",3.81611259278697
"Y",3.3599384135931
"Y",3.3148393666058
"Y",2.79499146040193
"Y",2.6536684341541
"Y",2.5423474580438
"Y",2.69367785644567
"Y",2.19507156075101
"Y",1.60596171658419
"Y",1.872509694449
"Y",1.95691543446122
"Y",1.79874129055945
"Y",2.06652887983255
"Y",2.18523432142051
"Y",2.27822733291431
"Y",2.15094200818165
"Y",2.89011864580093
"Y",3.37998423170817
"Y",3.38116288102216
"Y",3.51963680722462
"Y",3.58717573954003
"Y",3.9687721343367
"Y",4.04069398498515
"Y",5.10737781693699
"Y",5.25741587345628
"Y",5.71083104503854
"Y",4.17974855740168
"Y",4.95002507747411
"Y",5.05739554986953
"Y",5.21295842584856
"Y",5.57805899225065
"Y",4.16749591824329
"Y",4.26037576206563
"Y",4.21610014697524
"Y",4.24167082062213
"Y",3.01571100133779
"Y",4.15385113675228
"Y",4.3840163492925
"Y",4.07666105163094
"Y",4.36416120334257
"Y",4.20129422249564
"Y",5.4586181615443
"Y",5.40626968138705
"Y",5.23729203946717
"Y",5.03867711147502
"Y",5.45843146653758
"Y",5.80623264081827
"Y",6.5795164070533
"Y",6.53790479589631
"Y",6.44238696660583
"Y",6.69624936224072
"Y",6.18081050406629
"Y",6.67806554915834
"Y",6.92698443689756
"Y",7.12996425712699
"Y",6.98381105388983
"Y",6.70881609869764
"Y",6.64023287604646
"Y",6.86582712552463
"Y",7.07136176180702
"Y",7.05621933351277
"Y",7.41771406919597
"Y",8.00684341465543
"Y",8.16177407060865
"Y",8.25872668659462
"Y",8.2751722893866
"Y",8.8302123361277
"Y",8.89190146740169
"Y",8.7995816242944
"Y",8.85384209431247
"Y",9.27453383296079
"Y",9.84590688958535
"Y",9.82203642561431
"Y",9.82157750884327
"Y",8.89609891054547
"Y",9.02508100892313
"Y",9.19496291578365
"Y",9.25886854215013
"Y",8.97129234010207
"Y",8.87971463476158
"Y",9.04052958805233
"Y",9.73325069665835
"Y",9.19340771712793
"Y",9.32812380602432
"Y",9.77248330247379
"Y",9.84629673950897
"Y",9.27250672331923
"Y",9.16941274882017
"Y",9.67929385315764
"Y",9.3866048339008
"Y",9.05099181186981
"Y",8.64705539805049
"Y",8.30270025908672
"Y",7.73391640992791
"Y",7.90559032960026
