"","V1"
"y",1
"Y",0.373291833427685
"Y",1.31158893231848
"Y",1.47349726471799
"Y",1.47059893451668
"Y",1.60182542900363
"Y",1.73211753427272
"Y",1.99634078231918
"Y",1.87326279136527
"Y",1.9865754426918
"Y",0.527606398465094
"Y",0.840560745497951
"Y",1.62194962556283
"Y",2.01645700362234
"Y",1.87491224818959
"Y",2.55778021307531
"Y",3.18646486608962
"Y",3.0614908185437
"Y",3.35658125957254
"Y",3.16336520331977
"Y",3.28203630379322
"Y",3.36288713067525
"Y",3.85184092558617
"Y",4.20391344400364
"Y",4.12217207971349
"Y",4.46033543271994
"Y",3.89012021554144
"Y",3.66249855930856
"Y",2.9851513558107
"Y",3.58865349388515
"Y",2.91570402334528
"Y",2.84242790900597
"Y",2.26344855944276
"Y",2.34244515041688
"Y",2.41989956639221
"Y",1.70452533594494
"Y",1.62112886555506
"Y",2.01332017601276
"Y",1.49813326818419
"Y",1.97732012051743
"Y",1.78463442552872
"Y",1.87125043535835
"Y",1.48770762459399
"Y",1.9435508498188
"Y",1.94900771631058
"Y",2.35370342543669
"Y",3.05932390786568
"Y",3.94886831681118
"Y",3.64273526661639
"Y",3.95847622188866
"Y",4.18119437950529
"Y",4.53922435411712
"Y",4.30593433698713
"Y",4.00519687645857
"Y",4.51243068822722
"Y",4.8249987396264
"Y",4.43556655003918
"Y",3.86424032908057
"Y",5.35772913130003
"Y",5.36427262408805
"Y",5.78974530752348
"Y",5.45545238047275
"Y",5.36255967277656
"Y",5.85713156393245
"Y",5.39446481337615
"Y",5.39592597609551
"Y",5.27789537314777
"Y",4.77279591448704
"Y",4.68708244696038
"Y",4.96979566349588
"Y",5.08974216881807
"Y",5.77006962823411
"Y",7.13884079068282
"Y",7.52257518503109
"Y",7.67345052305246
"Y",7.72991578226482
"Y",7.82924704309985
"Y",8.38442807434149
"Y",8.00646111039015
"Y",8.32001368299835
"Y",8.23606951559104
"Y",8.12032788171264
"Y",8.36373761998533
"Y",7.55620597900338
"Y",7.63701962940657
"Y",7.61830499925364
"Y",7.81139504479756
"Y",7.98328992187871
"Y",8.68955329789475
"Y",8.78245735368924
"Y",9.21681243005682
"Y",9.12943594578327
"Y",8.80199593641075
"Y",8.63791522511737
"Y",8.79866523386045
"Y",8.97296489516941
"Y",8.49492955153842
"Y",8.52193205812182
"Y",8.6293941336777
"Y",8.98178157154769
"Y",9.56249709474825
"Y",9.89039585283898
"Y",10.699259218261
"Y",10.770627948936
"Y",10.812206746576
"Y",11.2223918164494
"Y",11.2591669764086
"Y",11.3975075710164
"Y",11.5882358218001
"Y",11.7859771084852
"Y",11.8704413524061
"Y",12.0724908218529
"Y",12.5680303520257
"Y",12.9733044905001
"Y",13.5783456470642
"Y",13.2499262686061
"Y",13.101298913208
"Y",13.2059353287986
"Y",13.6277185288311
"Y",13.4915510413249
"Y",13.7350436348124
"Y",14.2833572065413
"Y",14.3716556067996
"Y",14.6544231525375
"Y",14.1900355645957
"Y",14.1740600634747
"Y",13.7440814815718
"Y",13.6316974684643
"Y",13.9837797072424
"Y",13.892673290092
"Y",14.6382901361966
"Y",14.8333017084446
"Y",14.8597504807384
"Y",15.0925159487679
"Y",15.3950308751239
"Y",15.1883431550914
"Y",15.5097674911595
"Y",15.1724451295136
"Y",15.9321063971836
"Y",16.511567695505
"Y",16.2726365451105
"Y",16.7555050493348
"Y",16.1410198874721
"Y",16.5263311105251
"Y",16.2226735265767
"Y",16.1319042625832
"Y",16.3003614006732
"Y",16.166772287833
"Y",16.5530495057526
"Y",16.8212483009498
"Y",17.4544168631423
