"","V1"
"y",1
"Y",0.63715754797224
"Y",0.312387361073609
"Y",0.478135204309903
"Y",0.59377811258741
"Y",-0.243638409743966
"Y",-0.228099373995752
"Y",-0.59269241913114
"Y",-0.452380245238259
"Y",-0.506257806294146
"Y",-0.369807824879268
"Y",-0.565100384224917
"Y",-0.0408209814334376
"Y",0.333536553255317
"Y",0.200459765000838
"Y",0.529320228290067
"Y",0.9827764708883
"Y",1.28577777551563
"Y",1.55897362789204
"Y",2.32612136312609
"Y",2.46856230468012
"Y",2.74524344063684
"Y",3.02604334130639
"Y",3.72406492206143
"Y",3.25675364960921
"Y",5.08563864208523
"Y",5.22410979906183
"Y",5.46723114212921
"Y",4.54724483186887
"Y",5.2235297191165
"Y",5.81790977132753
"Y",5.77906940719312
"Y",5.7489160956287
"Y",5.85833780656191
"Y",5.37569082959835
"Y",5.59150317616037
"Y",5.80923242031047
"Y",6.78309538455522
"Y",6.97666645226166
"Y",6.76586544333335
"Y",6.84110917962912
"Y",7.4227032561623
"Y",7.58308700052829
"Y",6.87084249562836
"Y",7.09478913706309
"Y",7.06021390661406
"Y",7.14703912409806
"Y",8.15152510242743
"Y",8.17987109842038
"Y",8.51944972475059
"Y",9.52414715316319
"Y",9.77698015856273
"Y",9.70689361556882
"Y",9.71670435162317
"Y",9.36596717976499
"Y",9.47131575022504
"Y",10.221321735845
"Y",8.54317307290656
"Y",8.4826035186251
"Y",8.34396322016465
"Y",8.43027198533138
"Y",8.73154922275533
"Y",8.39506637009992
"Y",8.83641569734818
"Y",9.19775760823815
"Y",9.38692329067739
"Y",9.99698846622819
"Y",9.91890429303271
"Y",10.677316810297
"Y",10.5860606037799
"Y",10.7901726885684
"Y",10.0538781987795
"Y",9.95780915068191
"Y",11.1980253329202
"Y",10.696149602702
"Y",10.1300407351406
"Y",10.1704008078339
"Y",9.93609762627894
"Y",10.6054499900138
"Y",10.6239359146252
"Y",10.6334416351141
"Y",10.2156472026905
"Y",10.2612690049787
"Y",9.4638244995142
"Y",9.7213982402549
"Y",9.61317804164061
"Y",9.97699274985024
"Y",10.4094942321651
"Y",10.1862490345182
"Y",10.5508511265029
"Y",10.4740557356169
"Y",10.6456785905882
"Y",11.1192816710446
"Y",10.4967824127083
"Y",10.6276017381531
"Y",10.2190170641884
"Y",10.4487034943665
"Y",10.5114518047547
"Y",10.1822403878855
"Y",9.82755341335664
"Y",10.1304359129713
"Y",10.1703580834866
"Y",10.3257718676642
"Y",11.2458807819022
"Y",11.5130018736107
"Y",11.5320832602575
"Y",11.5396500304271
"Y",11.7057530676306
"Y",11.1687873052696
"Y",10.9846782456191
"Y",10.5020455778579
"Y",10.3575981211707
"Y",10.4886193200448
"Y",10.6042103864873
"Y",10.4823218827097
"Y",10.3032726164526
"Y",10.439967697016
"Y",9.54209240506739
"Y",8.95686211110317
"Y",9.0321713045559
"Y",8.15787883347018
"Y",7.93827509411662
"Y",7.44665849814376
"Y",7.24578668349009
"Y",7.17717162848782
"Y",8.83767942588337
"Y",8.87786995154502
"Y",9.07119012310385
"Y",8.23174045220085
"Y",8.29482594856835
"Y",8.49402502587883
"Y",9.05700802397353
"Y",9.17550852065693
"Y",9.33009183221376
"Y",10.2326158243272
"Y",9.95456129454655
"Y",9.4716523639506
"Y",9.78100719416651
"Y",10.093855948114
"Y",10.1787858715321
"Y",10.2960316964193
"Y",10.6888818789533
"Y",10.7250133886692
"Y",10.613683844487
"Y",10.8052134033076
"Y",10.7964186981873
"Y",10.6242406603832
"Y",10.339053278217
"Y",10.4646300047473
"Y",10.3937300218433
"Y",10.6833003779923
