"","V1"
"y",1
"Y",1.13984857455155
"Y",1.18368675325142
"Y",1.1448037080365
"Y",1.11666082467563
"Y",1.39885031462925
"Y",1.3889652879564
"Y",2.29204742238351
"Y",2.2293773754204
"Y",2.40270162153496
"Y",2.67921052816733
"Y",3.69743135047379
"Y",3.73697862048371
"Y",4.78602628498453
"Y",4.88829572793401
"Y",4.89134887636488
"Y",5.17266825522952
"Y",5.19832267702183
"Y",5.01388426564897
"Y",4.82115865750627
"Y",5.68783191219956
"Y",6.00582036448635
"Y",6.26390064628473
"Y",6.10995675386998
"Y",5.86909956581991
"Y",6.1230486957259
"Y",6.23047906394147
"Y",5.70707489156582
"Y",5.89235008384237
"Y",5.6251640787032
"Y",5.13334861737236
"Y",5.41356138870745
"Y",5.30634358805346
"Y",5.08036996299304
"Y",5.3508429902734
"Y",5.19916263084864
"Y",4.86760207275969
"Y",4.63406740436219
"Y",4.56459930267959
"Y",3.56328240377026
"Y",4.09435594236665
"Y",4.18969637946897
"Y",5.13275047149801
"Y",5.4134020228435
"Y",4.85538582419299
"Y",5.20982742372051
"Y",4.3253463368418
"Y",4.66711082609689
"Y",5.2519524051126
"Y",4.40527757230405
"Y",4.84003981290985
"Y",5.34997295878941
"Y",5.57835441570412
"Y",5.51451091227178
"Y",5.54581860356856
"Y",5.69415521052386
"Y",5.46398885031626
"Y",5.44627961202957
"Y",5.99955527003172
"Y",6.32164411865011
"Y",6.51810943872081
"Y",6.70434490335753
"Y",6.90897245194093
"Y",6.62026064288216
"Y",6.34838709211624
"Y",6.46577320960003
"Y",6.66016069534388
"Y",6.64827773151139
"Y",5.98624862856644
"Y",5.56787322038866
"Y",5.51593753073735
"Y",5.29851703885689
"Y",5.44026584607154
"Y",5.4616260261714
"Y",5.77167499336165
"Y",5.81607804754689
"Y",6.08958031494031
"Y",6.18456428526205
"Y",6.24286181038364
"Y",6.94847684902039
"Y",7.38259775741724
"Y",7.56725929375858
"Y",7.78719791555939
"Y",7.99131886743182
"Y",8.29446017379495
"Y",8.30615769814397
"Y",8.31409576735955
"Y",8.48782357421371
"Y",8.56910228352931
"Y",8.77196462406585
"Y",8.9814982463455
"Y",8.94312767036238
"Y",8.40815625332264
"Y",8.52005227548114
"Y",8.3963506723636
"Y",8.49708631936335
"Y",8.69432992843111
"Y",8.87896417919501
"Y",9.08461735652911
"Y",9.8838431241254
"Y",9.34366863338935
"Y",9.70999351734839
"Y",9.77054689086165
"Y",10.1464568251594
"Y",10.3595361537047
"Y",9.32396613362412
"Y",9.60482950188267
"Y",9.45407462278595
"Y",10.1059926415681
"Y",10.5171453356859
"Y",10.6125769116802
"Y",11.0739140189562
"Y",11.0420341021129
"Y",11.3779254455496
"Y",11.5074190378143
"Y",11.8694343284837
"Y",12.2464765849403
"Y",12.7259724502
"Y",12.9035692982802
"Y",13.489878096324
"Y",13.4683451957662
"Y",14.6786974964458
"Y",14.7732438820767
"Y",14.6860093492624
"Y",14.5772882940092
"Y",14.9400884981152
"Y",15.5348676150002
"Y",16.1853840675276
"Y",16.2637569184575
"Y",16.7853450591785
"Y",17.0268192228779
"Y",17.181998453862
"Y",17.2638925333263
"Y",17.6239530668399
"Y",18.7042542848175
"Y",18.3745065158728
"Y",18.5757114598356
"Y",18.7393495780424
"Y",18.7083162208338
"Y",19.1658694405151
"Y",18.835441185408
"Y",18.627715388539
"Y",19.070110025421
"Y",19.1780526311516
"Y",19.4580677796709
"Y",19.641997299128
"Y",19.2081917452263
"Y",19.7909842723872
"Y",20.3600896498231
"Y",20.4175223581887
"Y",20.2545784738959
