"","V1"
"y",1
"Y",1.52262320396947
"Y",1.13616422320725
"Y",1.217173129046
"Y",1.01433430303439
"Y",2.63252333698353
"Y",2.38380378229894
"Y",2.93762710461167
"Y",2.65790088765945
"Y",2.56599804493723
"Y",2.8019817698933
"Y",3.23588626489355
"Y",3.02009322620435
"Y",2.3333646300148
"Y",2.59715605934634
"Y",2.63804722721439
"Y",2.72760864181503
"Y",3.2451256571684
"Y",3.25331920169956
"Y",3.13169225896733
"Y",3.37835763970643
"Y",3.54197405979143
"Y",3.62076659435374
"Y",4.20144153552678
"Y",3.97858700832111
"Y",3.72480769641185
"Y",3.21882576678822
"Y",3.28858708802556
"Y",3.47405192566107
"Y",5.93061373088969
"Y",6.63147757076428
"Y",6.91615124876017
"Y",7.65110243964162
"Y",8.08110767473473
"Y",7.81994004987486
"Y",8.0583087688148
"Y",9.02340723284595
"Y",8.99720168616629
"Y",9.1387137691404
"Y",8.72622341035908
"Y",8.39804764157291
"Y",7.71479103520563
"Y",7.5442075064549
"Y",7.15234169829017
"Y",7.89866435844327
"Y",7.57935027640039
"Y",8.20792493396125
"Y",8.43909156752275
"Y",8.47405227206577
"Y",8.88128475095493
"Y",8.10664177327966
"Y",7.91892284312538
"Y",7.95614119120639
"Y",8.70256254189997
"Y",8.52631607619135
"Y",9.65301956695726
"Y",10.3967774735867
"Y",10.885653090965
"Y",12.656210867774
"Y",12.6422622274474
"Y",13.014834339898
"Y",12.9800322450184
"Y",12.9911412407556
"Y",12.9927503233815
"Y",12.714369499632
"Y",13.5613428163758
"Y",13.3647047319624
"Y",14.0690084386727
"Y",14.1425287574374
"Y",14.1278650868987
"Y",14.1727275767504
"Y",14.3218922824401
"Y",14.3632471730745
"Y",14.6293556054868
"Y",14.657111880351
"Y",14.4590806559203
"Y",14.1875772819392
"Y",14.2981901365166
"Y",14.175793798583
"Y",14.4439791592924
"Y",15.0094611953738
"Y",14.6296277119789
"Y",14.882095407984
"Y",14.4362161091518
"Y",15.8339887850972
"Y",16.4314668337176
"Y",16.1521562036695
"Y",15.9121744535058
"Y",16.5497010884672
"Y",17.1209514369038
"Y",17.5221447875782
"Y",17.5806847358789
"Y",17.4401798247753
"Y",17.1064663759386
"Y",16.8393597576816
"Y",17.1125036279209
"Y",17.5127330701425
"Y",18.2891348734942
"Y",18.2856421056136
"Y",18.1540251621695
"Y",18.1089524478201
"Y",18.0540277988229
"Y",17.9317167187049
"Y",18.177828467478
"Y",18.4286100653503
"Y",19.0141562601707
"Y",18.9311670267612
"Y",20.803294475415
"Y",20.6873682994791
"Y",21.1300740921113
"Y",20.950364321759
"Y",19.9898764480535
"Y",20.095696161583
"Y",20.5015469847066
"Y",20.7457968467709
"Y",21.1955959672673
"Y",21.3871916783809
"Y",22.5439798538166
"Y",22.2864883714156
"Y",22.8106801936746
"Y",22.8394922753466
"Y",22.7031027893068
"Y",22.623684140618
"Y",23.2242841527126
"Y",24.7936925275225
"Y",25.3841827245287
"Y",25.3393354220311
"Y",25.4527820870346
"Y",25.5360715765907
"Y",25.763088684444
"Y",24.8241920155685
"Y",25.1044907208783
"Y",25.5478206780977
"Y",25.1250773549319
"Y",24.8555080444315
"Y",25.2644137798904
"Y",25.3014801354139
"Y",25.6037021975356
"Y",25.6688771160748
"Y",25.4864748642239
"Y",25.7287997959577
"Y",26.0765044392022
"Y",25.7212428115633
"Y",25.2727653917021
"Y",25.1692133366428
"Y",26.3134153778639
"Y",26.2710189966619
"Y",25.4826341619286
"Y",25.095000093228
"Y",25.0295405977723
"Y",25.0665206073993
