"","V1"
"y",1
"Y",1.07218335006116
"Y",1.2906779933355
"Y",1.2970281059598
"Y",1.49460182936284
"Y",1.864129205666
"Y",2.19138057443623
"Y",2.32032085122809
"Y",2.75632584446613
"Y",3.82897153626136
"Y",3.71815221188607
"Y",3.48727079937595
"Y",3.21139683856855
"Y",3.3768586077934
"Y",4.05520943995367
"Y",3.94715261256881
"Y",4.01252551120231
"Y",4.9194953156501
"Y",4.68971503961583
"Y",4.95185910174825
"Y",5.08613918892412
"Y",5.1451490765164
"Y",5.64766820948513
"Y",5.38923935632238
"Y",5.6238757923486
"Y",5.77722745534693
"Y",5.74751595238167
"Y",5.36847887874818
"Y",5.50174585577952
"Y",5.97830005569361
"Y",6.16070880569065
"Y",6.032392745732
"Y",6.46846386618816
"Y",7.27855942560866
"Y",6.76902035971331
"Y",6.51420038455878
"Y",6.70107968446825
"Y",6.85960212764394
"Y",6.34062075128473
"Y",6.43619181773037
"Y",6.96086412359868
"Y",6.78985371989429
"Y",7.07220218975002
"Y",6.87854755458714
"Y",7.50259993632428
"Y",7.75382771488747
"Y",8.04407468267488
"Y",7.93031361210671
"Y",8.03248251446757
"Y",7.77068788339474
"Y",7.56746531065767
"Y",7.64679513269153
"Y",7.49833805185672
"Y",7.60718171045548
"Y",7.96784641435421
"Y",8.93134261511068
"Y",9.5894565441573
"Y",9.63963900422518
"Y",9.80033822081058
"Y",10.0632502142135
"Y",10.3415180603315
"Y",9.22801147896555
"Y",9.97485634479197
"Y",10.6078236804435
"Y",11.70123866354
"Y",12.0886231334153
"Y",12.2728080204034
"Y",12.5254949501829
"Y",12.6801024667311
"Y",13.5819588964006
"Y",13.4568650752109
"Y",13.8811924274646
"Y",14.132615653182
"Y",14.3191814876141
"Y",14.3138265376837
"Y",14.4385218124459
"Y",14.0808157861241
"Y",13.9824007936899
"Y",14.472442017725
"Y",14.9159644702474
"Y",14.8706183202706
"Y",15.0055431655051
"Y",15.4782103598933
"Y",15.7815110364162
"Y",15.4269952034241
"Y",15.5622873690543
"Y",15.6302613132443
"Y",15.1949812203551
"Y",14.9722837086941
"Y",14.8141480086422
"Y",14.6772109470004
"Y",14.5228638439454
"Y",14.3922648445306
"Y",14.0490065840246
"Y",14.2837645281145
"Y",14.6597115396507
"Y",14.787799102665
"Y",14.932711874426
"Y",15.3599312285571
"Y",14.8694169806818
"Y",15.0372660043164
"Y",14.0654940545514
"Y",14.7732010517304
"Y",15.4575149447062
"Y",16.0977274741965
"Y",16.2866953879438
"Y",15.4921390492114
"Y",15.9260764011395
"Y",15.9201284879106
"Y",16.189482928109
"Y",16.3799384224461
"Y",16.8836070086808
"Y",16.6053304660519
"Y",15.9870023109845
"Y",15.7926759874082
"Y",15.7804389995878
"Y",15.4793038544421
"Y",15.200121694485
"Y",15.357060301257
"Y",15.0748815299587
"Y",14.7905273058237
"Y",15.048823693046
"Y",15.2904550049728
"Y",15.1812454219265
"Y",15.3987959076961
"Y",15.9222987079153
"Y",15.7494829423909
"Y",16.3845178823505
"Y",16.5768049961677
"Y",16.438715686788
"Y",16.6917242478665
"Y",16.7457345023893
"Y",16.7813659306615
"Y",17.2757558669026
"Y",17.0021525641165
"Y",16.5567439853032
"Y",16.6121980357748
"Y",16.2796935674489
"Y",15.8813895440235
"Y",15.9419201694155
"Y",16.7490540321372
"Y",16.982401842445
"Y",16.1203985833743
"Y",16.3444156379392
"Y",16.5731135371317
"Y",16.8978676305106
"Y",16.6055624978864
"Y",17.1102447073798
"Y",16.9840262807373
"Y",16.947003340588
"Y",16.4618529775983
