"","V1"
"y",1
"Y",0.387731092920024
"Y",0.312514839884317
"Y",0.337076554146733
"Y",-0.298973598106501
"Y",-0.264200458030257
"Y",-0.117192220309431
"Y",-0.282074934752172
"Y",0.0533866994804185
"Y",-0.239557687938746
"Y",-0.783583347518073
"Y",-0.668941950585008
"Y",-0.579015151203167
"Y",-0.135538991171246
"Y",-0.0575234011710792
"Y",-0.226574231417867
"Y",-0.540876283579424
"Y",-1.47129911086859
"Y",-1.81836670613049
"Y",-1.23505666158079
"Y",-1.60869712045571
"Y",-1.72197457596135
"Y",-2.32658256969897
"Y",-2.37135247840561
"Y",-2.88604241635605
"Y",-2.97576538946474
"Y",-2.93149630098189
"Y",-3.35843318415372
"Y",-3.31800533620811
"Y",-2.85259332417249
"Y",-3.05992068240699
"Y",-2.98535750760998
"Y",-3.10965347801338
"Y",-2.40498688949473
"Y",-1.92362645202329
"Y",-2.80069001425207
"Y",-2.71525767080826
"Y",-1.73780788766344
"Y",-1.60814568395697
"Y",-0.436276598633171
"Y",0.151221798458738
"Y",1.12438407795254
"Y",0.629419691781452
"Y",0.867524940231427
"Y",1.09765689362613
"Y",1.47881488178684
"Y",1.49263968867815
"Y",1.33423311789563
"Y",2.03219272564557
"Y",1.04494681226508
"Y",0.61519598495343
"Y",1.04580828235732
"Y",1.00935486013791
"Y",1.33921935754609
"Y",2.01537303805371
"Y",1.80581094157705
"Y",1.86258469259032
"Y",1.87866160283026
"Y",1.7699396683694
"Y",1.88918918166515
"Y",2.0431357723879
"Y",2.72838835524417
"Y",3.56385897478644
"Y",3.7745656668998
"Y",3.8329642655197
"Y",4.24036647893814
"Y",3.81881438582252
"Y",4.04274403567156
"Y",3.27782547587185
"Y",4.62067980667375
"Y",4.95537839519489
"Y",6.26714177429379
"Y",6.00126229917326
"Y",5.57447910954897
"Y",5.79039120624824
"Y",5.87949880712576
"Y",5.12264884550857
"Y",4.74572760584223
"Y",4.15585477993756
"Y",3.51381855948664
"Y",3.40850962131631
"Y",3.39507981201095
"Y",3.48402375412947
"Y",3.61711497705947
"Y",3.52727142312789
"Y",4.08637457654589
"Y",4.11185866264231
"Y",4.05612182596317
"Y",4.43937401560264
"Y",4.2605460586342
"Y",3.93936698404729
"Y",4.04489866519096
"Y",3.62603065203967
"Y",3.56276107034678
"Y",3.2303464324985
"Y",3.2356939604557
"Y",3.35080922607608
"Y",4.34070007820124
"Y",3.43221016213421
"Y",3.44664827287433
"Y",4.70728695584063
"Y",4.90348145577098
"Y",4.99847445677399
"Y",5.33770204251206
"Y",5.51364620358638
"Y",6.08101926854642
"Y",6.02702699470026
"Y",6.159132781814
"Y",6.58588993097784
"Y",7.03667183941949
"Y",7.141419264101
"Y",7.44835350478501
"Y",7.39018032981484
"Y",7.65883927860467
"Y",7.77574712554187
"Y",7.13369909754213
"Y",7.4421438782963
"Y",7.67150010786655
"Y",7.2775574809904
"Y",7.23764474963205
"Y",7.47003873264292
"Y",7.57546175042251
"Y",7.63295430578305
"Y",7.48468288982748
"Y",7.50732312832445
"Y",7.64001888857608
"Y",6.78644862056101
"Y",7.20474381552647
"Y",7.31707204860407
"Y",7.43282475716004
"Y",6.90665023003973
"Y",6.82814613902255
"Y",7.10997198300872
"Y",6.9982998621717
"Y",7.50646367448641
"Y",7.91214493868535
"Y",7.22742842541485
"Y",7.37660857886993
"Y",7.46838505620965
"Y",7.04975687905669
"Y",6.40089489503943
"Y",6.49785868710793
"Y",7.4056877478482
"Y",7.23880133020283
"Y",7.93189944691763
"Y",7.92625829433935
"Y",8.10375659768002
"Y",8.36600874228465
"Y",8.4732833919629
"Y",8.73831889574976
"Y",9.05142544142206
