"","V1"
"y",1
"Y",2.86126757221817
"Y",2.92886074230442
"Y",3.03943558115728
"Y",3.03550592041965
"Y",3.10510748944217
"Y",2.42803172505717
"Y",2.26323738592791
"Y",2.41027658695846
"Y",2.9545611081044
"Y",3.20191220521949
"Y",3.52485223765259
"Y",3.4618416948121
"Y",3.71093786989377
"Y",3.64491348039805
"Y",4.91964142376784
"Y",4.78074297584565
"Y",4.77632771829809
"Y",4.02523235985171
"Y",4.22149116772233
"Y",4.27941341755683
"Y",4.17915742705066
"Y",4.01985190029263
"Y",4.13053545958828
"Y",4.27036338883269
"Y",4.65875562657896
"Y",5.00629199942785
"Y",5.19461649012953
"Y",4.82439524330126
"Y",5.3780606351819
"Y",5.36301818825636
"Y",5.17168994828816
"Y",5.38235565382497
"Y",6.01014006080861
"Y",6.05479825610568
"Y",6.29353567414784
"Y",6.58834432819457
"Y",6.55436987028008
"Y",7.03270725483803
"Y",7.30979315419815
"Y",7.75816433143916
"Y",7.95356228872053
"Y",7.49517321851957
"Y",7.68745864858818
"Y",6.83854738523884
"Y",7.18520748067378
"Y",8.95327789976242
"Y",9.60610635916177
"Y",8.20589497679365
"Y",8.32044361204674
"Y",7.9773614931883
"Y",7.75695388806677
"Y",8.13466682963878
"Y",7.94476127140906
"Y",8.03975800436599
"Y",8.0429337489057
"Y",8.18909936119225
"Y",8.10324637334629
"Y",7.72631088431499
"Y",7.79757745381526
"Y",7.05808557688556
"Y",7.12953623699346
"Y",7.48409767811267
"Y",7.65641320083216
"Y",7.89120855249195
"Y",8.26067186058846
"Y",8.80675295579921
"Y",8.83926320814884
"Y",9.37441568981735
"Y",9.59924487835675
"Y",9.53966478837377
"Y",10.1465939872237
"Y",10.0874952041124
"Y",10.0708395735425
"Y",10.4094108742739
"Y",10.6647573996762
"Y",10.7840919738548
"Y",10.9919956859409
"Y",10.91840087394
"Y",11.290085456369
"Y",11.3360380126439
"Y",11.1990059413932
"Y",12.1667562553942
"Y",12.2495518481857
"Y",12.5118694850396
"Y",12.0142012166476
"Y",11.7881577329559
"Y",11.8709308822137
"Y",12.5231790216368
"Y",12.3987913746995
"Y",12.7294373124502
"Y",12.768283467615
"Y",13.2637153713287
"Y",13.3769065598474
"Y",13.0666048538753
"Y",13.0915973712868
"Y",12.8520015986503
"Y",13.0040289130166
"Y",13.0377643828274
"Y",12.6221434461368
"Y",12.4032251864061
"Y",12.6705720871536
"Y",12.1218422913347
"Y",11.9622825209276
"Y",12.2097934198404
"Y",11.0876913328542
"Y",11.0399121128965
"Y",11.3662530809117
"Y",11.0234864237617
"Y",11.2869900665877
"Y",12.4416807572459
"Y",11.70943135219
"Y",11.6860847248128
"Y",11.5593900027549
"Y",11.7221288473942
"Y",12.4273830305305
"Y",12.5100252687449
"Y",12.4862033103513
"Y",13.2666308259509
"Y",13.7105209332089
"Y",13.9710222380545
"Y",13.9084134176319
"Y",13.616906759456
"Y",13.7980774812651
"Y",14.0175035494594
"Y",14.0714121832144
"Y",14.0957487959426
"Y",14.0796422380642
"Y",14.2385054965176
"Y",14.3765044745308
"Y",14.5068390612535
"Y",15.1218883370926
"Y",14.8294910163479
"Y",14.7026512198458
"Y",14.5550470789352
"Y",14.4381828176923
"Y",14.4879296408608
"Y",13.6060849011669
"Y",13.1052214644508
"Y",13.3881209570751
"Y",13.3295165603376
"Y",13.6077905686544
"Y",14.0463936515507
"Y",14.1820227907266
"Y",14.3674324693519
"Y",14.5833790789247
"Y",14.5770657485648
"Y",15.027052802566
"Y",14.1614195570379
"Y",13.2570187218963
"Y",13.490773960955
