"","V1"
"y",1
"Y",0.774414989093146
"Y",1.0648682848884
"Y",0.896957346342339
"Y",1.35522285752109
"Y",1.58096947604131
"Y",1.45787543995872
"Y",1.84641622934733
"Y",1.92832882234567
"Y",2.95651358073373
"Y",3.09510574923999
"Y",3.76904480326868
"Y",3.92499292498511
"Y",4.26235448008641
"Y",4.54120825016506
"Y",4.97899707378109
"Y",4.7050588578218
"Y",4.25738483812008
"Y",3.69043197161409
"Y",4.11747459651975
"Y",4.18967298472457
"Y",3.94428717446175
"Y",4.3793164469464
"Y",4.37290226846245
"Y",5.22217206110671
"Y",5.15715396373352
"Y",5.35597086602914
"Y",5.84002253397908
"Y",5.99795621198409
"Y",5.79708496241056
"Y",5.47084241202055
"Y",4.24300713652964
"Y",4.62590230699002
"Y",3.16280529198424
"Y",2.83012254918885
"Y",3.10222443268019
"Y",3.85319049450522
"Y",3.91519535704798
"Y",4.29918366874563
"Y",4.30921435854106
"Y",4.59120977659456
"Y",5.47833749561497
"Y",5.56751415163111
"Y",5.68181887594299
"Y",5.61944219436043
"Y",4.61739664666001
"Y",3.72777742345971
"Y",2.70517057006854
"Y",2.40941831074642
"Y",2.65016085719382
"Y",2.96342730109211
"Y",3.08890002422124
"Y",3.78293058438909
"Y",3.54902072359016
"Y",3.2792870392611
"Y",3.7570924837008
"Y",4.59256980447989
"Y",4.33762205999099
"Y",5.02410645150658
"Y",6.50002086973402
"Y",6.2561834857239
"Y",6.4096350873448
"Y",7.27842516689918
"Y",7.40168019044509
"Y",7.45161281887277
"Y",7.21572120016187
"Y",7.38170537283911
"Y",6.80194298193922
"Y",7.23204501264918
"Y",7.06993588181805
"Y",7.02320797182901
"Y",6.99058768153153
"Y",7.14514613091174
"Y",7.2119531598477
"Y",7.00165270988631
"Y",6.00131723497022
"Y",6.29561178601672
"Y",6.61302062378697
"Y",6.81564135021609
"Y",7.16819834540288
"Y",6.59626660298931
"Y",6.67877463232944
"Y",6.57931988087142
"Y",6.84672978257166
"Y",6.87076119462226
"Y",7.72124184463749
"Y",7.57516286954126
"Y",8.21404822551109
"Y",8.65234422747621
"Y",10.3493932965069
"Y",9.9619773804297
"Y",10.2895346318228
"Y",10.0129547394597
"Y",10.2869479695965
"Y",10.0106345759081
"Y",9.55182663510594
"Y",9.79090065043087
"Y",10.3110985709495
"Y",9.58416865567207
"Y",9.71755900597691
"Y",9.13665007074322
"Y",8.95589636371923
"Y",9.17823445337591
"Y",8.87450847143639
"Y",9.37239116772969
"Y",8.79734102711415
"Y",8.73067821362601
"Y",8.54340843184664
"Y",8.85374933618929
"Y",9.54234418107445
"Y",9.80528697327561
"Y",9.48879580188603
"Y",9.73618233952955
"Y",9.33604920270324
"Y",8.79751693755866
"Y",9.55535347395693
"Y",9.76800831903116
"Y",9.92998916795521
"Y",9.61180274565768
"Y",9.71897512195997
"Y",9.80663815712402
"Y",9.56360120538301
"Y",10.1215671832221
"Y",9.55108150156533
"Y",10.2962937188248
"Y",10.334194119878
"Y",10.5859938757016
"Y",10.5156688441272
"Y",10.6670173940204
"Y",10.5422018454858
"Y",10.902231163558
"Y",11.0481646203517
"Y",10.8743941522239
"Y",10.4147967049131
"Y",9.9932190090753
"Y",9.71810151722651
"Y",9.62950638357757
"Y",9.62824509908788
"Y",9.48462008547045
"Y",9.83867338459208
"Y",10.0638847559398
"Y",10.3948543862058
"Y",10.4821745025389
"Y",10.5493331983525
"Y",10.4200302054842
"Y",9.97594572520385
"Y",9.9643889347604
"Y",9.42065684308697
"Y",9.54724386435385
"Y",9.20246947707135
"Y",9.32003973849623
